Job_Name	Skillset	Location	Organization
AVP Special Projects - Strategy Analytics	market research, competitive intelligence, market intelligence...	Gurgaon, Gurugram	Premium
Sr. Analyst - Strategy Analytics	Senior Analyst, Tools, Information technology, Business intelligence...	Pune	Steelwedge Technologies Pvt Ltd
Urgent Requirement of SAP BW Consultant for Mumbai	Benefits, Rewards, Compensation, HR, Finance, Employment Law, Policies...	Trivandrum	US Technology International Pvt Ltd
Peoplesoft Technical	Product Marketing, Sales Management, Food, Lead Generation...	Mumbai	Qoruz-Startup
Microstrategy Architect	sas, r, data analysis, machine learning, sql, data analytics...	Bengaluru(Whitefield)	ZapCom Solutions Pvt Ltd
Datawarehousing and BI  -  Business Analyst	big data analytics, nlp, rabbitmq, sql, mongodb, hadoop, python, algorithms...	Gurgaon	SirionLabs Private Limited
Strategic Analytics Consultant - Team Leader	Product Sales, Banking, Housing Finance, Credit Policy, Data Analytics...	Chennai	Monexo Fintech - Startup
Analyst/junior Data Scientist - R/python || Traveltriangle.com	data control, data reconciliation, regulatory data, data regulation...	Bengaluru	Morgan Stanley Advantage Services Pvt. Ltd.
Project Manager	finance, financial reporting, financial auditing, report preparation...	Chennai	Lennox India Technology Centre Private Limited
Cognos BI Developer	Internal Audit, Enterprise Risk Management, Auditing, Risk Compliance...	Mumbai	EYGBS (India) Private Limited
Sap-bw Professionals	Internal Audit, Enterprise Risk Management, Auditing, Risk Compliance...	Mumbai	EYGBS (India) Private Limited
Assistant Manager - Tableau - KPO	CSS, Node.Js, Javascript, HTML, SQL Server, Software Development...	Chennai	BNY Mellon International Operations (India)Private Limited
ODI SME	javascript, mysql, python, d3.js, angularjs, mongodb, django, ms sql...	Chennai	BNY Mellon International Operations (India)Private Limited
Consultant- Data Modelling	Product Strategy, Sales, Product Management, New Product Development...	Mumbai	VITASTA CONSULTING PVT LTD
Openings for ODI Developer /consultant	sales, bd, business development, marketing, lead generation...	Delhi NCR	TREEMODA TECHNOLOGIES PVT. LTD.
Manager - Business Intelligence & Analytics	accounting system, finance, solution design, quality assurance...	Bengaluru	EYGBS (India) Private Limited
Business Intelligence Analyst - CMO	sql coding, business analysis, business intelligence, data analysis...	Gurgaon	HuQuo
Manager / Sr Manager - Business Intelligence	SAS, Predictive Modeling, Logistic Regression, R, Business Analysis...	Delhi NCR, Gurgaon	HuQuo Consulting Pvt. Ltd.
Senior Business Intelligence Analyst-bangalore	Analytics , Fraud Analytics , Statistics , SAS , Business Analyst	Delhi NCR, Gurgaon	HuQuo
BI Analyst	SAS SQL, Business Analysis, Analytics, R, Data Mining, Strong Communication...	Bengaluru	HuQuo
Consultant	SAS SQL, Business Analysis, Analytics, R, Data Mining, Strong Communication...	Bengaluru	HuQuo
Immediate Openings || Power BI Developer || Noida	retail analytics, business analysis, sas, excel powerpoint, tableau...	Delhi NCR, Bengaluru, Gurgaon	HuQuo
Consultant/ Associate Consultant	business analysis, excel, banking, sas, analytics, data analysis...	Delhi NCR, Gurgaon	HuQuo
Technical Architect - Java - Premier Institute	oracle sql, plsql, analytics, pl, data mining, business analysis...	Delhi NCR, Gurgaon	HuQuo
Senior BI Developer with Continuum Global-gurgaon	SQL, Business intelligence, Data mining, Regression, Forecasting...	Mumbai	Tech Mahindra Business Services Limited
Technical Lead - Java - Premier Institute	Sitecore, MVC, .Net, Big Data Analytics, Technology Consulting, Information...	Bengaluru, Chennai	Photon Interactive Pvt Ltd
Process Innovation Manager - IIT/ NIT/ Bits/ IIM/ Xlri/ FMS/ MDI	SSRS, SQL, Data analytics, Data reporting, data warehousing...	Noida	Info Edge India Ltd.
Sap-bw Professionals	Sales Forecasting, Business Analysis, Data Analytics, Data Analysis...	Bengaluru	Premium
Process Innovation Manager - IIT/ NIT/ Bits/ IIM/ Xlri/ FMS/ MDI	Internal Audit, Risk Advisory, SOX Compliance, Auditing, Risk Management...	Gurgaon	EYGBS (India) Private Limited
IBM BI Tools Professionals	Business Development, Sales Achievement, Marketing...	Ahmedabad	Housing.com
Urgent Opening | Walk Ins | Power BI  I Gurgaon	ocean freight, freight forwarding, shipping, research analysis...	Gurgaon	Drewry Maritime Services Private Limited
Opportunity for BI Platform Architect	SAS, Statistica, Matlab, R, visualization, SQL, PL - SQL, Python...	Navi Mumbai	AERONUBE TECHNOLOGY PRIVATE LIMITED
Walkins for BI Developer on Saturday in New Delhi	embedded c, embedded software, iot, hardware design, machine learning, data...	Mumbai(Kalina)	Jhaveri Power Labs
BI Cognos Developer	Data Scientist, Machine Learning, Artificial Intelligence...	Bengaluru	Siyana
Tableau Developer	Predictive Modeling, SQL, Data Mining, Data Analysis, Data Analytics, R...	Kolkata	Quantum Inventions Development Centre
Microstrategy BI Tools	product marketing, sales, brand management, product portfolio...	Delhi NCR, Noida	Lava International Ltd
Associate Vice President - CCAR Modeling - BFSI - ISI/ DSE/ IIT/ IIM	Digital Marketing, Advertising, Digital Analytics, Activation, Excel...	Bengaluru	Omnicom Media Group India Private Limited
User Interfaces & Data Visualization Developer - Angularjs/ D3.js	excel, online marketing analyst, social media executive...	Bengaluru	Omnicom Media Group India Private Limited
Solution Architect - EDM and BI Systems	Simulation, Python, Engineering analysis, Data analytics...	Bengaluru	Applied Materials India Private Limited
Senior BI Developer with Continuum Global-gurgaon	Qradar, SIEM, Arcsight, Splunk, Networking, Enterprise Security, Linux...	Bengaluru	Accenture Solutions Pvt Ltd
Power BI Specialist	Business Consulting, Strategy Consulting, Strategy, Business Analysis...	Delhi NCR	Lazzaro HR Solutions Pvt. Ltd.
Opening for MSBI Developer	Staffing, Analytics Reporting, Finance, Time Series, Capability Building...	Mumbai	Premium
Microstrategy BI Tools	Risk Management, SAS SQL, Credit Risk, Wholesale Banking, Risk Analytics...	Bengaluru	Premium
AVP SAS Reporting	SSAS, SSIS, SSRS, SQL Server, Power Bi, ETL, Oracle, Data Warehousing...	Coimbatore	Premium
Senior Research Analyst- Service Practice Group	B.Tech, Computer Science, Languages, Programming, Data Analytics	Chennai(Perungudi)	Ameex Technologies Pvt Ltd
Senior Research Analyst- Health Practice	machine learning, r, web analytics, google analytics, python, sql...	Mumbai	Idyllic Services
Senior Research Analyst - Industrial	Excel, Fraud Analytics, Business Analysis, SAS, Customer Service, Strategic...	Bengaluru, Gurgaon	HuQuo
Microsoft-sql Server Integration Services	excel powerpoint, business analysis, tableau, sas, analytics...	Bengaluru	HuQuo
ETL Developer	Project Management, Project Tracking, Business Analysis, Client Interfacing...	Mumbai	Hansa Cequity
Hiring MSBI Developer @ Pune	sql coding, business analysis, business intelligence, data analysis...	Gurgaon	HuQuo
Sr. Business Analyst	Business analytics, Customer service, Data analysis, Monitoring, Unix...	Gurgaon	agile
Business Analyst	Unix, Python, Algorithms, Test cases, Customer service, Data analysis...	Gurgaon	American Express Company
Software Engineer - Data Visualization Specialist	HR Operations, Exit Process, Employee Communication, Leave Management...	Thane	Lanxess India Pvt. Ltd
Hiring for MBA Freshers in IT Field Sales	Recruitment, Reporting Analyst, Workflow management, center of excellence...	Gurgaon	GBT India Private Limited
Oracle Financial Functional Consultant	Data Analytics, SAS, SAP, SAP ABAP, SAP HANA, SAP BW, SAP UI5, SAP BASIS	Bengaluru	Lumbini Elite Solutions  Services Pvt Ltd
Manager Technology	Machine Learning, Python, Algorithms, Data Analytics...	Bengaluru	Centelon India Private Limited
Project Lead	Recruitment Consulting, Head Hunting, Lateral Hiring, Leadership Hiring...	Trivandrum	EYGBS (India) Private Limited
Senior Analyst - Visualization Analytics	MIS Development, Excel, MIS Reporting, IT Support, Interpersonal Skills...	Hyderabad	Nowfloats Technologies Pvt Ltd
Software Engineer - Obiee	Data Analytics, Statistical Modeling, NLP, Predictive Modeling, Python, R...	Mumbai(Powai)	Jardine Lloyd Thompson India Pvt Ltd.
Software Engineer - Core Components and Architecture - Data Modeller	Service, Financial services, Wealth management, Loans, Analytical...	Mumbai	JPMorgan Chase
ETL Developer - Talend Open Studio	machine learning, artificial intelligence, big data analytics...	Chennai, Pune	Inflexion Analytix Private Limited - CAIA
BI Developer - Etl/unix/linux	night shift, back office, customer service, communication skills, ms office...	Kochi	Sutherland
Sas-bi Tools	C, Gap Analysis, Algo, Python, C++, Linux, Data Analytics, SQL, Finance...	Chandigarh, Mohali	Utrade Solutions Private Ltd.
Hiring For Principal Consultant - Oracle	Auditing, Accounting, Chartered Accountant, IFRS, External Audit...	Mumbai	Larsen & Toubro Limited
Cognos BI Developer - SQL	data analysis, advanced excel, sql, sas, data mining, statistical modeling,...	Mumbai	FedEX Express Transportation & Supply ChainServices (I) Pvt Ltd
Urgent Requirement for MSBI Technical Architect	Data Integration, SQL, Data Quality, ETL, Data Analysis, Data Analytics...	Bengaluru	EYGBS (India) Private Limited
Analyst - Policy, Compliance Technology	T - SQL, Data Reporting, Data Mining, Data Analysis, Excel, Data Analytics,...	Mumbai	CeX WeBuy Entertainment Pvt.Ltd
Google Cloud Platform - Infrastructure Engineer	product strategy, project management, business analysis, product innovation...	Bengaluru	US Technology International Pvt Ltd
Cloud Devops Azure-  Bangalore	d3.js, node.js, text mining, sql, r, data analytics, statistical analysis...	Pune	Cloudcover Consultancy Private Limited
Assistant Manager- Email Specialist- Hyderabad	Data Analytics, Big Data	Bengaluru	Accenture Solutions Pvt Ltd
Con/scon - PEGA Developer-hyd/bengalore	Data Quality, Business Analysis, Data Analytics, Data Analysis, Presales...	Bengaluru	Premium
Dot Net Bta/con- Hyderabad / Mumbai- SI	Service, Financial services, Tools, Analytical, Investment banking...	Bengaluru	JPMorgan Chase
Consultant- Dellboomi- Bangalore/ Hyderabad	hadoop, pig, hbase, big data analytics, kerberos, continuous integration...	Hyderabad, Pune	GSPANN Technologies Inc.
Assistant Manager- Microsoft Identity Management  - Hyderabad	Manager - Data Analytics, Data Analytics, Database, Business Research...	Mumbai	Fullerton India Credit Company Limited
Cloud Solution Architect- AWS	Digital Marketing, Sales, Affiliate Marketing, Marketing Promotions...	Bengaluru	Lyca Digital Private Limited
Consultant - Guidewire - Hyderabad	IT Manager, Oracle, Teradata, Service, Database design, Data analysis, Risk...	Bengaluru	JPMorgan Chase
Google Cloud Platform - Data Engineer	Financial services, Diagnostics, Front office, Data analysis, SQL...	Bengaluru	JPMorgan Chase
Google Cloud Platform - Data Architect	Data Analysis, Excel, Research Analysis, Statistics, analytics...	Chennai(Mount Road)	PSCS
Solution Manager - Cloud Security Architect	deep learning, machine learning, artificial intelligence, python...	Mumbai(Sector 42 Seawoods), Pune(Senapati Bapat Road)	Maharashtra Knowledge Corporation LTD
Azure Cloud Solution Architect	Data Analytics, Big Data	Mumbai	Accenture Solutions Pvt Ltd
Google Cloud Platform - Infrastructure Architect	spark, hive, big data analytics, hadoop, scala, machine learning, python...	Bengaluru(Sector 1 HSR Layout)	Decision Culture
Skype for Business- Assistant Manager - Hyderabad	technology, finance, operations, human resources	Bengaluru, Bangalore East	JP Morgan Chase
Finance & MIS Executive	Data Analytics, SAS, Operations Research, R, Data Interpretation...	Bengaluru	Fidelity Business Service India Private Limited
Excellent Opportunity for Business Development Professionals	project management, data analytics, business analysis, service delivery...	Bengaluru	Fidelity Business Service India Private Limited
Microsoft NAV Functional Consultant	Tableau, Data Analytics, RDBMS, SQL, Python scripting, Data mining...	Bengaluru	Fidelity Business Service India Private Limited
Lm_spark_aws_scala_noida_c_4	project management, stakeholder management, technology consulting, agile...	Bengaluru	Western Service Provider
Technology Associate Consultant - SAP GRC & Cloud Security	project management, stakeholder management, technology consulting, agile...	Bengaluru	Western Service Provider
Technology Associate Consultant - SAP Solution Manager	Market Research, Operations Management, Data Analytics, Strategy Consulting...	Gurgaon	First Call H Resource P. Ltd
Product Analyst - Analytics - IIT/ NIT/ BITS	data analytics, management reporting, mis reporting, report writing...	Mumbai	WTW GLOBAL DELIVERY AND SOLUTIONS INDIA PVT LTD.
Faculty - Computer Science	Excel, Lookup, Model Development, Data Analytics, General Insurance, R...	Mumbai	Crescendo Global Services
Oracle Supply Chain and Manufacturing Consultant	Excel, Lookup, Model Development, Data Analytics, Data Management...	Mumbai	Crescendo Global Services
Cognos Specialist - SAP Business Objects	Content Writing, Proof Reading, Copy Editing, Articles, Editorial...	Noida	NEC Technologies India Pvt Ltd
