Job_Name,Organization,Location,Skillset,Skillset_list
Data Scientist,Arctern Consulting Pvt Ltd,Bengaluru(Yelahanka+1),"bigdata,datastructures,hadoop,djs,datascientist,datamodelling","['bigdata', 'datastructures', 'hadoop', 'djs', 'datascientist', 'datamodelling']"
Data Scientist / Machine Learning / Data Science,Collabera Technologies Private Limited,Bengaluru,"datascience,machinelearning,artificialintelligence,python,r","['datascience', 'machinelearning', 'artificialintelligence', 'python', 'r']"
Principal Data Scientist,Professional HRM Services Private Limited,Bengaluru,"leadgeneration,sales,dataanalysis,principaldatascientist","['leadgeneration', 'sales', 'dataanalysis', 'principaldatascientist']"
Senior / Principal Data Scientist - KPO,Premium,Bengaluru,"datascientist,datascience,bigdata,mapreduce,nosql,hadoop,hbase,","['datascientist', 'datascience', 'bigdata', 'mapreduce', 'nosql', 'hadoop', 'hbase', '']"
Data Scientist/ Sr. Data Scientist - Bangalore - Immediate Joinees,HR CENTRAL,Bengaluru,"deeplearning,imageanalytics,numericaldataanalytics,machinelearning,","['deeplearning', 'imageanalytics', 'numericaldataanalytics', 'machinelearning', '']"
Senior Data Scientist / Project Leader,Premium,Bengaluru,"sql,alteryx,r,tableau,sas,projectleading,datascientist,python","['sql', 'alteryx', 'r', 'tableau', 'sas', 'projectleading', 'datascientist', 'python']"
"Data Scientist, 6-10 Years, Bangalore",Macropace Technologies,Bengaluru,"deeplearning,hive,mapreduce,nlp,python,algorithms,imageprocessing","['deeplearning', 'hive', 'mapreduce', 'nlp', 'python', 'algorithms', 'imageprocessing']"
Senior Data Scientist/senior Statistician - PhD - Aerospace,Premium,Bengaluru,"dataanalytics,r,statistics,sas,operationsresearch","['dataanalytics', 'r', 'statistics', 'sas', 'operationsresearch']"
Data Scientist - Machine Learning/ Matlab - Iit/nit/iisc/bits,Premium,Bengaluru,"productmanagement,marketing,machinelearning,datascientist,matlab,r,","['productmanagement', 'marketing', 'machinelearning', 'datascientist', 'matlab', 'r', '']"
Data Scientist  -  Technical Manager,Quality Engineering  Software Technologies Pvt. Ltd.,Bengaluru,"managerqualityassurance,analytics,machinelearning","['managerqualityassurance', 'analytics', 'machinelearning']"
Data Scientist - Machine Learning - Auto,Premium,Bengaluru,"machinelearning,neuralnetworks,computervision,python,datascience,r","['machinelearning', 'neuralnetworks', 'computervision', 'python', 'datascience', 'r']"
Software Development Engineer I - Data Scientist,Premium,Bengaluru,"c,python,machinelearning,sql,spark,r,fashionmerchandising","['c', 'python', 'machinelearning', 'sql', 'spark', 'r', 'fashionmerchandising']"
Data Scientist - Analytics Domain,Premium,Bengaluru,"machinelearning,r,python,datamining,research,analytics,statistics","['machinelearning', 'r', 'python', 'datamining', 'research', 'analytics', 'statistics']"
Data Scientist/scientist - Funded Startup - Bangalore,ExpertEase Software (India) Private Limited,Bengaluru,"c,deeplearning,c,machinelearning,matlab,python,algorithms,java","['c', 'deeplearning', 'c', 'machinelearning', 'matlab', 'python', 'algorithms', 'java']"
Opening for Data Scientist - Bangalore,Wonese India Pvt Ltd,Bengaluru,"datascientist,java,hive,impala,bigdata,jee,hadoop","['datascientist', 'java', 'hive', 'impala', 'bigdata', 'jee', 'hadoop']"
Data Scientist - Machine Learning/nlp,Premium,Bengaluru,"deeplearning,nlp,datascience,machinelearning,python,dataanalytics,","['deeplearning', 'nlp', 'datascience', 'machinelearning', 'python', 'dataanalytics', '']"
Data Scientist - Machine Learning/ NLP,Premium,Bengaluru,"deeplearning,nlp,datascience,machinelearning,python,dataanalytics,","['deeplearning', 'nlp', 'datascience', 'machinelearning', 'python', 'dataanalytics', '']"
Data Scientist,Convate Consultancy Services Pvt Ltd,Bengaluru,"research,phd","['research', 'phd']"
Data Scientist - Machine Learning/nlp,Premium,Bengaluru,"predictivemodeling,logisticregression,textmining,dataanalysis","['predictivemodeling', 'logisticregression', 'textmining', 'dataanalysis']"
Data Scientist - Machine Learning/nlp/java,Premium,Bengaluru,"textmining,machinelearning,java,r,mathematica,informationretrieval,","['textmining', 'machinelearning', 'java', 'r', 'mathematica', 'informationretrieval', '']"
Senior Data Scientist,Premium,"Delhi NCR, Bengaluru, Chennai, Hyderabad","machinelearning,neuralnetworks,analytics,predictivemodeling","['machinelearning', 'neuralnetworks', 'analytics', 'predictivemodeling']"
Senior Data Scientist,Han Digital Solution (P) Ltd,"Bengaluru, Hyderabad","machinelearning,r,predictiveanalytics,python,statisticalmodeling","['machinelearning', 'r', 'predictiveanalytics', 'python', 'statisticalmodeling']"
Data Scientist - Machine Learning/r/python,Premium,Bengaluru,"machinelearning,r,python,datamining,research,analytics,statistics","['machinelearning', 'r', 'python', 'datamining', 'research', 'analytics', 'statistics']"
Data Scientist (machine Learning Developer),Gartner India Research & Advisory Services Pvt Ltd,Bengaluru,"deeplearning,naturallanguageprocessing,java,python,nlp,javascript","['deeplearning', 'naturallanguageprocessing', 'java', 'python', 'nlp', 'javascript']"
Australian Based Analytics firm Hiring for Data Scientist,Live connections,Bengaluru,"adobeanalytics,webanalyst,googleanalytics,omniture,webanalytics","['adobeanalytics', 'webanalyst', 'googleanalytics', 'omniture', 'webanalytics']"
Hiring for Data Scientist with Google Analytics- Bangalore,Live connections,Bengaluru,"googleanalytics,datascientist,machinelearning,r,python,scala","['googleanalytics', 'datascientist', 'machinelearning', 'r', 'python', 'scala']"
Data Scientist - Deep Learning,Executive Scouters,Bengaluru,"nlp,dl,nn,neuralnetworks","['nlp', 'dl', 'nn', 'neuralnetworks']"
Data Scientists,Mathrusri Management Services,Bengaluru,"datascience,machinelearning,thirdparty","['datascience', 'machinelearning', 'thirdparty']"
Data Scientist,Praxis HR Solution,"Delhi NCR, Bengaluru","spark,hadoop,machinelearning,python,r,algorithms,datascientist","['spark', 'hadoop', 'machinelearning', 'python', 'r', 'algorithms', 'datascientist']"
Data Scientist || US Based Fintech Company || Bangalore,Shikha Gupta,Bengaluru,"datascientist,mltechniques,algorithms,gamification,nudging","['datascientist', 'mltechniques', 'algorithms', 'gamification', 'nudging']"
Junior Data Scientist - R Developer,Multi Recruit,Bengaluru,"datascientist,datascience,r,bigdata,haboop,softwareengineer","['datascientist', 'datascience', 'r', 'bigdata', 'haboop', 'softwareengineer']"
"DATA Scientist, LEAD (building Machine Learning Models) in MNC",ABC Consultants Pvt Ltd,Bengaluru,"machinelearning,datascientist,datascience,machinelearningmodels","['machinelearning', 'datascientist', 'datascience', 'machinelearningmodels']"
Data Scientist-(appian Developer ) 4-7yrs Bangalore,Lyncis Technologies India Pvt Ltd,Bengaluru,"javascript,sqlserver,webservices,cnet,net,c,rest,java,appian,","['javascript', 'sqlserver', 'webservices', 'cnet', 'net', 'c', 'rest', 'java', 'appian', '']"
Data Scientist/Machine Learning Engineer at various levels (junior / s,Streamics LLC,Bengaluru,"sql,php,unix,perl,python,workflow,coding,computerscience","['sql', 'php', 'unix', 'perl', 'python', 'workflow', 'coding', 'computerscience']"
Senior Scientist/nlp/machine Learning/data Mining Professional,CAREER MAKERS,Bengaluru,"c,java,machinelearning,sassql,r,python,dataanalysis","['c', 'java', 'machinelearning', 'sassql', 'r', 'python', 'dataanalysis']"
Data Engineer - Data Modeling - Consumer Fintech,Startup - NIRA,Bengaluru,"sql,datamodeling,nosql,coredata,dataengineer,consumerfintech","['sql', 'datamodeling', 'nosql', 'coredata', 'dataengineer', 'consumerfintech']"
Consumer Fintech - Data Engineer - Python/ Nosql,Startup - NIRA,Bengaluru,"python,nlp,nosql,sql,aws,coredata","['python', 'nlp', 'nosql', 'sql', 'aws', 'coredata']"
Data Engineer with Machine Learning,Smatsocial - Startup,Bengaluru,"naturallanguageprocessing,machinelearning,python,twitterapi,hadoop,","['naturallanguageprocessing', 'machinelearning', 'python', 'twitterapi', 'hadoop', '']"
Data Engineer,Startup - NIRA,Bengaluru,"python,sql,nlp,nosql,perl,aws,coredata","['python', 'sql', 'nlp', 'nosql', 'perl', 'aws', 'coredata']"
Lead - Data Scientist - Artificial Intelligence - Aviation/aerospace,Premium,Bengaluru,"c,artificialintelligence,java,python,machinelearning,algorithms","['c', 'artificialintelligence', 'java', 'python', 'machinelearning', 'algorithms']"
Data Scientist - Machine Learning - Operations Research- Manufacturing,Premium,Bengaluru,"machinelearning,r,python,statistics,operationsresearch,supplychain,","['machinelearning', 'r', 'python', 'statistics', 'operationsresearch', 'supplychain', '']"
Data Scientist - Python/machine Learning,Premium,Bengaluru,"datascience,python,nosql,machinelearning,mongodb,sql,r,hive","['datascience', 'python', 'nosql', 'machinelearning', 'mongodb', 'sql', 'r', 'hive']"
Data Scientist,Premium,Bengaluru,"machinelearning,neuralnetworks,python,analytics,predictivemodeling","['machinelearning', 'neuralnetworks', 'python', 'analytics', 'predictivemodeling']"
Data Scientist - Statistician - Aviation/aerospace Firm,Premium,Bengaluru,"sas,r,statistics,datascientist,datascience,datamanagement","['sas', 'r', 'statistics', 'datascientist', 'datascience', 'datamanagement']"
Sr.data Scientist (machine Learning and Deep Learning) for Bangalore,HR CENTRAL,Bengaluru,"deeplearning,machinelearning,iot,imageanalytics,computervision","['deeplearning', 'machinelearning', 'iot', 'imageanalytics', 'computervision']"
Chief Data Scientist,DOTS CONNECT,"Delhi NCR, Mumbai, Bengaluru","datascientist,machinelearning,deeplearning","['datascientist', 'machinelearning', 'deeplearning']"
Data Scientist - R/python - Analytics Domain,Premium,Bengaluru,"machinelearning,r,python,datamining,research,analytics,statistics","['machinelearning', 'r', 'python', 'datamining', 'research', 'analytics', 'statistics']"
Data Scientist - NLP/ Machine Learning,Premium,Bengaluru,"nlp,machinelearning,datascientist,python,informationretrieval","['nlp', 'machinelearning', 'datascientist', 'python', 'informationretrieval']"
Data Scientist - Big Data - Education - Iisc/isi/iit,Premium,Bengaluru,"machinelearning,r,python,datamining,research,analytics,statistics","['machinelearning', 'r', 'python', 'datamining', 'research', 'analytics', 'statistics']"
Data Scientist,Multi Recruit,Bengaluru,"datascientist,predictivemodelling,pythonprogramming,forecasting,data","['datascientist', 'predictivemodelling', 'pythonprogramming', 'forecasting', 'data']"
Data Scientist - Applied Machine Learning,Premium,"Bengaluru, Pune","deeplearning,r,predictivemodeling,machinelearning,advancedanalytics","['deeplearning', 'r', 'predictivemodeling', 'machinelearning', 'advancedanalytics']"
Lead - Data Scientist - Artificial Intelligence,Premium,Bengaluru,"c,artificialintelligence,java,python,machinelearning,algorithms","['c', 'artificialintelligence', 'java', 'python', 'machinelearning', 'algorithms']"
Vice President - Data Scientist,Premium,Bengaluru,"algorithms,c,java,datastructures,python,machinelearning","['algorithms', 'c', 'java', 'datastructures', 'python', 'machinelearning']"
Senior Data Scientist,Khoj Naukri Services (OPC) Pvt Ltd,Bengaluru,"datascientist,machinelearning,linearregression,algorithms","['datascientist', 'machinelearning', 'linearregression', 'algorithms']"
Data Scientist,Job Studio,Bengaluru,"bigdata,machinelearning,analytics,watson,dataanalysis,cloud,java","['bigdata', 'machinelearning', 'analytics', 'watson', 'dataanalysis', 'cloud', 'java']"
Data Scientist,Infra-Tech Consultants,Bengaluru,"machinelearning,java,python,neuralnetworks,algorithms,sqldatabase","['machinelearning', 'java', 'python', 'neuralnetworks', 'algorithms', 'sqldatabase']"
"DATA Scientist, LEAD (building Machine Learning Models) in MNC",ABC Consultants Pvt Ltd,Bengaluru,"machinelearning,datascientist,datascience,machinelearningmodels","['machinelearning', 'datascientist', 'datascience', 'machinelearningmodels']"
Opening for Data Scientist@bangalore Joining,SUPERIOR TALENT INDIA PRIVATE LIMITED,Bengaluru,"machinelearning,textmining,sas,python,datascience,datascientist","['machinelearning', 'textmining', 'sas', 'python', 'datascience', 'datascientist']"
Business Analyst,Edunetwork Pvt Ltd.,Bengaluru,"datamining,dataanalysis,dataquality,sql,excel,businessanalysis,r,","['datamining', 'dataanalysis', 'dataquality', 'sql', 'excel', 'businessanalysis', 'r', '']"
Data Science Engineer - Python/ Ruby on Rails,Axcelovate,Bengaluru,"machinelearning,patternrecognition,r,python,datastructures","['machinelearning', 'patternrecognition', 'r', 'python', 'datastructures']"
Data Engineer,Rolls Royce India Private Ltd.,Bengaluru,"sql,linux,automation,python,ssis,microsoft,service,datamanagement","['sql', 'linux', 'automation', 'python', 'ssis', 'microsoft', 'service', 'datamanagement']"
Business Operations Analyst,HEWLETT PACKARD ENTERPRISE PRIVATE LIMITED,Bengaluru,"projectmanagement,businessanalysis,metrics,businessoperations","['projectmanagement', 'businessanalysis', 'metrics', 'businessoperations']"
Principal Project Business System Analyst,Conversant Software Development And Campaign  Management Services LLP,Bengaluru,"sql,businessanalysis,xml,rest,systemanalysis,marketingautomation","['sql', 'businessanalysis', 'xml', 'rest', 'systemanalysis', 'marketingautomation']"
Data Engineer,Confidential,Bengaluru,"sql,python,sas,algorithms,analytics,cloudcomputing,analytical","['sql', 'python', 'sas', 'algorithms', 'analytics', 'cloudcomputing', 'analytical']"
Sr Business Analyst,Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,"regressiontesting,testscenarios,impactanalysis,automationtesting","['regressiontesting', 'testscenarios', 'impactanalysis', 'automationtesting']"
Business Analyst/senior Business Analyst- Data Analytics - BFSI Domain,HuQuo,"Delhi NCR, Bengaluru, Gurgaon","businessanalysis,dataanalytics,sas,vba,businessanalyst","['businessanalysis', 'dataanalytics', 'sas', 'vba', 'businessanalyst']"
Data Engineer,iMind Your Business,Bengaluru,"python,machinelearning,spark,javascript,datastructures,scalability","['python', 'machinelearning', 'spark', 'javascript', 'datastructures', 'scalability']"
Business Analyst/ Senior Business Analyst - Edi/wtx,HuQuo,"Bengaluru, Noida","sql,c,webspheretransformationextender,unixshellscripting,ds,wtx","['sql', 'c', 'webspheretransformationextender', 'unixshellscripting', 'ds', 'wtx']"
Software Engineering - Java/j2ee,JPMorgan Chase,Bengaluru,"corejava,hibernate,python,applicationdevelopment,troubleshooting","['corejava', 'hibernate', 'python', 'applicationdevelopment', 'troubleshooting']"
Senior Big Data Developer,Informatica,"Bangalore, Bangalore","senior,big,data,developer","['senior', 'big', 'data', 'developer']"
"Research Scientist - Machine Learning, Data Mining (java, C++, Python)",Corporate Resource Consultants,"Bengaluru, Chennai, Hyderabad","python,java,machinelearning,c,r,matlab,datamining,algorithms","['python', 'java', 'machinelearning', 'c', 'r', 'matlab', 'datamining', 'algorithms']"
"Sr Scientist (nlp, Machine Learning, Data Mining)",Corporate Resource Consultants,"Bengaluru, Hyderabad","nlp,machinelearning,python,java,c,datamining,dataanalysis","['nlp', 'machinelearning', 'python', 'java', 'c', 'datamining', 'dataanalysis']"
Data Engineer  -  Machine Learning,Societe Generale Global Solution Centre,Bengaluru,"machinelearning,financialservices,consulting,privatebanking","['machinelearning', 'financialservices', 'consulting', 'privatebanking']"
Datawarehousing and BI  -  Business Analyst,Societe Generale Global Solution Centre,Bengaluru,"businessanalyst,projectmanagement,businessintelligence","['businessanalyst', 'projectmanagement', 'businessintelligence']"
