Job_Name	Skillset	Location	Organization
Lead Data Analyst	Data Analysis, Excel, Java, R, Data Mining, SQL, SAS, Statistics...	Pune	Nice interactive solutions India pvt ltd
Senior Design Engineer 2	Deep Learning, NLP, Data Science, Text Analytics, Machine Learning...	Pune	Tech Mahindra Ltd.
Data Scientist	Machine Learning, Natural Language Processing, NLP, Artificial Intelligence...	Mumbai(Chakala)	Hindustan Unilever Limited
Senior Software Engineer	Hive, Spark, Deep Learning, Hadoop, Pig, Machine Learning, Cassandra...	Bengaluru	Chefling-Startup
Data Scientist, People Data Centre - Hindustan Unilever Ltd	Hive, Spark, Hadoop, Pig, Deep Learning, SCALA, Big Data, NLP, Data Science...	Mumbai	Crescendo Global Services
Machine Learning Engineer	java, design patterns, data structures, algorithms, multithreading...	Hyderabad	CipherCloud India Private Limited
Data Scientist-machine Learning/ Deep Learning	sql, advanced analytics, machine learning, r, data mining, python, tableau,...	Hyderabad(Madhapur), Pune	CoreCompete Pvt. Ltd.
Software Engineer / Senior Software Engineer - Java,ciphercloud	statistics, data science, python, pyspark  hadoop  big  data, SQL, HQL	Kolkata	IntelliH Analytics Software India Pvt. Ltd. ( India chapter of IntelliH Inc.)
Manager Data Scientist	C, Algorithms, C++, Data Structures, Linux Kernel, Computer Networking, OS,...	Chennai	ViaSat India Private Limited
Senior Data Scientist	data analyst, data analysis, r, python, predictive modeling...	Mumbai	Exponentia Datalabs
Lead Software Development Engineer - Linux Platform	Javascript, Ajax, MySQL, PHP, Ruby, GIT, Python, Algorithms...	Mumbai	Startup - SwitchMe Technologies
Sr. Data Analyst	abend - aid, cics, sql db2, omegamon, rmf, sas graph, data analysis...	Chennai	Fidelity Business Service India Private Limited
Software Engineer	Java, C#, ASP.Net, C++, Data Structures, Algorithms, Web Services, Software...	Bengaluru	Ericsson
Manager - DB2 CICS Perf and Capacity Engineer	text mining, data science, nlp, python, machine learning	Bengaluru(Adugodi)	Pramata Knowledge Solutions Private Limited
Continous Integration Engineer	C++, Data Structures, .Net, Software Engineering, C#, Design Patterns, Test...	Chennai	Anantha
Looking to hire Data Scientist / Lead (NLP / text Mining in ML)	bpo, voice, Quality Assurance, Quality, Lean Six Sigma, lean quality	Pune	Cotiviti India Private Limited
Senior .Net Software Engineer - C#/c++	Switching, Router, Firewall, Hyper - V, Antivirus, Active Directory...	Delhi NCR	CCS Computers Private Limited
QA Analyst ( Voice / data ) - Direct Walkin	Oracle, Javascript, Hibernate, Analytics, Product support, Product design...	Kolkata	Accenture
SR. Engineer - Projects ( Windows, Exchange, Virtualization)	Oracle, Javascript, Hibernate, Analytics, Product support, Product design...	Noida	Accenture
Java SE	Oracle, Javascript, Hibernate, Analytics, Product support, Product design...	Bengaluru	Accenture
Java SE	Oracle, Javascript, Hibernate, Analytics, Product support, Product design...	Gurgaon	Accenture
Java SE	Hibernate, Spring, Core Java, Multithreading, Web Services, NoSQL, SQL...	Bengaluru	Hughes Systique Private Limited
Java SE	Javascript, Python, Angularjs, Bootstrap, Webgl, Django, LAMP...	Bengaluru	Snaptrude - Startup
Java Backend Developer( Principal Engineer)	Automation, Analog, Data collection, Silicon, Staffing, Root cause analysis...	Bengaluru	Texas Instruments (India) Ltd.
Software Engineer	spring, core java, hibernate, struts, multithreading, sql, nosql...	Bengaluru	Plash - Startup
Analog Validation Engineer	valgrind, gdb, software engineering, C, C++, Data Structure, Algorithm...	Hyderabad	Polycom Technology (R&D;) Center Private Limited
Senior Software Engineer	MDX, SSAS, SSIS, SSRS, SQL Server, OLAP, Cube, Analysis Services...	Chennai	CGI Information Systems and Management Consultants Private Limited
Software Engineer	Hive, Pig, HBase, NoSQL, Deep Learning, Cassandra, NLP, Data Science...	Chennai	Hexaware Technologies Ltd.
Software Engineer - SSAS and MDX	VSTS, Ui Automation, Selenium, Automation Framework, Test Scripts...	Mumbai	Lionbridge Technologies Private Limited
Data Scientist	reference data, fixed income, business analysis, futures, equity, options...	Mumbai	Black Turtle
Senior Testing Engineer - 3.5yrs - C# & VSTS	SQL, Unix Shell Scripting, ETL, Data Warehousing, Informatica Power Center,...	Bengaluru	Larsen & Toubro Infotech Limited
Program Manager - Reference Data - Business Analyst - Capital Market	spark, big data, java, hadoop, machine learning, Data Science	Delhi NCR	LAKSHYA INTERNET PRIVATE LIMITED
SSE / PL	Machine Learning, Neural Networks, Artificial Intelligence, Computer Vision...	Bengaluru	Axcelovate
Hiring Data Scientist for B2B Startup in Gurgaon 	Jenkins, Build, Release Engineering, SVN, Linux, Shell Scripting, Maven...	Bengaluru	Premium
Machine Learning Engineer - Artificial Intelligence	Test Engineering, Linux, Spark, Quality Assurance, Web Technologies...	Bengaluru	IP Core Solutions (India)
Senior Build & Release Engineer - Big Data Security Domain	enterprise software, web services, software engineering...	Bhopal, Madhya Pradesh	Premium
Quality Assurance/ Testing Engineer	Hibernate, JUnit, Spring Framework, Core Java, Rest, JEE, Design Patterns...	Pune	Premium
Product Development Engineer - EAI/ Data Modeling	open source, user experience, back office, json messaging...	Bengaluru	Dell International Services India  Private Limited
Principal Engineer - Data Structure/algorithm/design Pattern	SQL, Automation, Workflow, Business analysis, Visual Basic, MATLAB...	Bengaluru	Shell India Markets Private Limited
Sr SW Engineer - IT	SQL, Idq, Data Governance, Data Quality, Data Modeling, Quality Engineering...	Gurgaon	XL India Business Services Pvt. Ltd.
Tacit  -  Data Analyst	linux, perl, data structures, unix, installer, packaging, patching...	Pune(Eon Free Zone )	Veritas Software Technologies India Pvt. Ltd
Senior Data Analyst- Data Remediation	ms sql server, data analysis, mysql, postgresql, VBA, SSRS	Pune	First Cry(BrainBees Solutions Pvt. Ltd.)
Senior Software Engineer - Unix Installer Development Engineer	Java, Algorithms, SCALA, AWS, Data Structures, Scalability, Docker, SAAS	Bengaluru	Careernet Technologies Pvt Ltd
Data Analyst	Hibernate, Java, Spring, Algorithms, Multithreading, Web Services...	Bengaluru	Premium
Staff Engineer	Java, Python, Spark, Machine Learning, Ruby, Cassandra, Node.Js...	Hyderabad	Premium
Software Development Engineer III - Java/ Data Structure/ Algorithm	C, C++, Java, OOAD, Design Patterns, XML, Python, Web Services, Linux...	Chennai	Premium
Server Side Engineer - Data Platform - Cassandra/spark/kafka - Nit/bit	c, python, machine learning, sql, spark, r, fashion merchandising...	Bengaluru	Premium
Software/embedded Engineer - Data Structure/ooad	java, scala, algorithms, product sales, product development...	Hyderabad	Premium
Software Development Engineer I - Data Scientist	Algorithms, Hadoop, Java, Hive, Spark, Hdfs, Machine Learning, Python...	Bengaluru	Premium
Backend Engineer - Data Structure/ Algorithm	be mechanical, btech mechanical, diploma mechanical engineer...	Bharuch, Jamnagar	Eshana HR Consultants
Big Data Software Development Engineer - Hadoop/hdfs	spark, hadoop, mapreduce, hbase, hive, pig, flume, scala, data structure...	Bengaluru	Han Digital Solution (P) Ltd
Data Entry Engineer (BE Mechanical / Diploma Mechanical) Gujarat	Data Warehousing, datawarehouse, dwh, datawarehousing, data warehouse, data...	Noida(Sector-135 Noida)	Bold Technology Systems Private Limited
Senior Hadoop Application Developer	Data Analysis, VBL, SQL, MS excell, microsoft excell...	Gurgaon	People First Consultants Pvt Ltd
Software Engineer-etl	Java, J2Ee, Spring, Hypernet, Ruby, Data Structures, Algo, Algorithms...	Bengaluru(Whitefield)	GROUPON SHARED SERVICES PVT LTD
Senior Data Analyst - Gurgaon	Text Mining, Machine Learning, Data Mining, Data Science, Analytics...	Pune	Confidential
Software Development Engineer - II/ III	logistics operations, supply chain solutions, inventory management...	Pune	ManpowerGroup Services India Private Limited
Data Scientist	Data Scientist, Machine Learning, Data Science, Python, Perl, R	Bengaluru	Pervazive- Startup
Data Scientist - Lead / Manager - Logistic & Supply Chain Domain	Algorithms, Java, Eclipse, Tomcat, GWT, Javascript, MySQL, JEE...	Delhi	Hotellauncher.com - Startup
Principal Data Scientist	Spark, Big Data, Maintenance, Networking, Hardware Configuration...	Bengaluru	SAP Labs India Pvt. Ltd.
Senior Software Engineer	enterprise software, web services, software engineering...	Bhopal, MP	Premium
Devops Engineer- Infrastructure Services	Algorithms, OOP, Java, Ruby, OOPS, Data Structures, Linux, White Box, Shell...	Chennai	Premium
Product Development Engineer - Eai/data Modeling	SQL, Idq, Data Governance, Data Quality, Data Modeling, Quality Engineering...	Gurgaon	XL India Business Services Pvt. Ltd.
Java Development Engineer - Oops/data Structure/algorithm	python, data science, business intelligence, RDBMS, MATLAB, SQL, AWS, Azure	Bengaluru	Arcadis Consulting India Pvt. Ltd.
Senior Data Analyst- Data Remediation	Distribution System, Open Source, Information Security, Platform Engineer...	Chennai	Premium
Principal Engineer - Data Analytics	C, C++, QXDM, Linux, Android, OOAD, 3Gpp, Data Network, Network Management,...	Bengaluru	Datamatics Global Services Ltd
Senior Platform Engineer - Data Structure/ Algorithm	Hibernate, Spring, Java, Web Services, Software Development...	Bengaluru	Premium
Senior Domain Engineer - Telephony Manager - Data /network Manager	Java, C, Algorithms, Hibernate, Spring, Multithreading, C++...	Bengaluru	Premium
Lead/software Development Engineer - Data Structure/algorithm/aws	HTML, CSS, Javascript, Core Java, Html5, Ruby, J2Ee, Algorithms...	Bengaluru	Premium
Lead/software Development Engineer - Java/data Structure/algorithms	Algorithms, Core Java, Redis, Multithreading, Data Structures, Rabbitmq...	Bengaluru	Premium
Senior Engineer - Java/data Structure/algorithms	java, sql, mysql, software engineering, oops, web technologies, application...	Bengaluru	Premium
Senior Software Engineer - Java/data Structure/algorithm	Spring, Hibernate, Core Java, J2Ee, SCALA, Spark, Hive, NoSQL...	Bengaluru, Hyderabad, Pune	TECH ORBIT SOFT SYSTEMS PVT. LTD
Software Engineer - Algorithm / Data Structure	Technical skills, Perl, Python, Data structures, Algorithms, Coding...	Bengaluru	Mphasis Limited
Bigdata / Hadoop Developer with Spark & Scala Exp	business analysis, rpa, transition analyst, ui path	Kochi	People First Consultants Pvt Ltd
Cloud tech Python- Senior Software Engineer	C, Data Structures, Algorithms, Unix, Python, Perl, Software Engineering...	Bengaluru	Collabera Technologies Private Limited
RPA- Business data Analyst/developer	Hadoop, Java, Hive, Spark, Neo4J, Cassandra, Python...	Bhopal, MP	Premium
Senior Software Engineer	unix shell scripting, ab initio, teradata, data warehousing, autosys...	Bengaluru, Hyderabad	WELLS FARGO EGS (INDIA) PRIVATE LIMITED
Engineer - Artificial Intelligence/ Machine Learning	SSIS, SSAS, ETL, Data Integration, T - SQL, Informatica, Edw, Data Quality,...	Trivandrum	Premium
Senior Data Analyst (abinitio/ab Initio Developer)	algorithms, c++, data structures, software engineering...	Bengaluru	Altair Engineering India Private Limited
ETL Developer - Ssis/ssas/t-sql	Machine Learning SAS, Python, R, Data Analyst, Machine Learning, ML...	Mumbai	HR CENTRAL
Senior Software Engineer - C++	core java, java, jsp, javascript, webservices, apache, tomcat...	Bengaluru	3D PLM Software Solutions Ltd.
Data Analyst / Manager- Banking Industry- Mumbai	data quality, quality analysis, master data management...	Kochi	People First Consultants Pvt Ltd
Software Engineer	machine learning, neural networks, r, data science, algorithms, statistics,...	Mumbai	Premium
Opening for data Quality Analyst in one of the MNC.	java, c, data structures, algorithms, sql, python, j2ee, redis, oracle adf,...	Hyderabad	Premium
Lead Data Scientist - Education	algorithms, c++, data structures, java, programming, analytics, mathematics...	Delhi NCR	Premium
Principal Engineer - C/ C++	C, C++, Data Structures, RTOS, Firmware, Embedded Systems, Linux, I2C...	Bengaluru	Premium
Data Scientist - Java/c++ - IIT	Hive, Pig, NoSQL, Spark, Text Mining, Neural Networks, Cassandra...	Trivandrum	Premium
Senior Staff System Software Engineer - Sensor	Machine Learning, Computer Vision, C, NLP, Data Scientist	Bengaluru	Premium
Data Scientist - Python/ Spark	Ccar, Segmentation, Correlation, Excel, Statistics, Problem Solving, Strong...	Delhi NCR	HuQuo Consulting Pvt. Ltd.
Data Scientist	Machine Learning, artificial intelligence, web crawling, model validation...	Ahmedabad, Pune	Unnati
Senior Analyst - Operation - Algorithm & Investment Management - Data	C, C++, Data Structures, RTOS, Firmware, Embedded Systems, Linux, I2C...	Bengaluru	Amoli Talents
Machine Learning Engineer | AI & Machine Learning Startup	Data Visualization, Data Scientist, Data Analyst, Tableau, BI	Mumbai	UBS Business Solutions (India) Pvt. Ltd.
Staff Software Applications Engineer	Data Analytics, Data Analysis, Senior Management, Data Analyst, Analyst...	Pune	UBS Business Solutions (India) Pvt. Ltd.
Data Scientist	Unix systems programming, C, multi - threading, algorithms, data structures...	Bengaluru	Dell International Services India  Private Limited
Monitoring & Surveillance - Data Analyst	data visualization, data science, data analysis, tableau...	Mumbai	UBS Business Solutions (India) Pvt. Ltd.
Software Principal Engineer	follow - up, permissions & approvals, management reporting...	Hyderabad, Bengaluru	P V R Projects Ltd.
Data Analyst	Data Analytics, Machine Learning, Data Scientist, Data Science...	Chennai	Interakt Digital Solutions Pvt Ltd
Require Jr Survey Engineers  for site of Irrigation Projects	data analysis, Business Analysis, Power Bi, power business intelligence...	Noida(Sector-2 Noida)	PROVANA INDIA PRIVATE LIMITED
Immediate :data Scientist /data Analytics Expert for Chennai 	C, Netconf, Networking, Ansible, Switching, C++, Linux, Python, Protocols...	Chennai	Dell International Services India  Private Limited
Associate Data Analyst	Software design, Linux, Data structures, VOIP, IMS, System integration...	Bengaluru	Sasken Communication Technologies Ltd
Network Dev Engr 2 ( C, C++, Python, Netsnmp, Ansible, Yang)	Linux, Technical support, Data structures, Firmware, Coding, Linux kernel...	Bengaluru	Sasken Communication Technologies Ltd
LEAD Engineer - SYS Software Design & Development	Python, Algorithms, Information technology, Cloud computing, Data mining...	Pune	Schlumberger India Technology Centre Pvt. Ltd
Senior Engineer - SYS Software Design & Developmen	Data Analysis, Competitive Intelligence, market intelligence...	Chennai	INA HR CONSULTING
Data Scientist	algorithms, java, software development, oops, data structures...	Hyderabad, Pune	EPAM Systems India Private Limited
Data Analyst - Tableau	Spark, Hive, Mapreduce, Sqoop, Hdfs, SCALA, Elastic Search, Java...	Bengaluru	Prowareness Software Services Private Limited
EPAM Inviting Young Engineers - B. Tech 2018 Passouts	sql, queries, data analyst	Gurgaon, Noida	CONDUENT BUSINESS SERVICES INDIA LLP
Excellent Opportunity for Senior Bigdata Engineers/architect	bms, building management system, ibms, HT panel, LT Panel, DG...	Bengaluru	GlaxoSmithKline Pharmaceuticals Limited
Walk-in for Data Analyst - SQL in Conduent on 16th March	ms office, computer skills, english language, data analysis, data mining	Chennai(Navalur)	Valeo India Pvt Ltd
Electrical Facility Engineer	Staad, Structural analysis, geotechnical, MS Office, Civil engineering...	Mumbai	Aecom Pvt Ltd
BE/B tech Fresher walk in for Video data Analyst-6 Months Contract	Data Analysis, Metal & Mining, Drilling, Analysis, Mining I...	Gandhinagar	I Serve Systems Pvt Ltd
Bridge Engineer	Text Mining, Machine Learning, R, Data Mining, Statistical Modeling...	Pune	Premium
Urgent Hiring For Data Analyst ( Drilling)	Text Mining, Machine Learning, R, Data Mining, Statistical Modeling...	Pune	Premium
Data Scientist/data Analyst - R/python & Machine Learning	IOS app, Senior, XML, Networking, Application development, Data structures,...	Bengaluru	Citrix
Data Scientist/data Analyst - R/python & Machine Learning	IOS app, Senior, XML, Networking, Application development, Data structures,...	Bengaluru	Citrix
Senior Software Engineer - iOS app Development	Android, Application, Senior, XML, Networking, Data structures, Algorithms,...	Bengaluru	Citrix
Senior Software Engineer iOS App Development	analyst, sr. analyst, r, python, etl tools, oracle warehouse builder...	Gurgaon	Premium
Senior Software Engineer Android App	Recruitment, Data analysis, Business intelligence, Analytical, Data quality...	Hyderabad	salesforce.com, inc.
Analyst / Snr Analyst -  Data Sciences- R,python	Automation Testing, Manual Testing, Regression Testing, Test Scripts...	Bengaluru	Confidential
Data Engineer - Success Journeys	Bidding, Coding, Architecture, Digital media, Workflow, PMP...	Pune	PubMatic India Pvt. Ltd.
Senior WCMS QA Engineer	Hadoop, Java, NoSQL, Lucene, Information Retrieval, Big Data, Solr, Rest...	Noida	Confidential
Senior Software Engineer - Big Data	SQL, Javascript, Linux, XML, HTML, Ajax, Perl, Networking, Windows...	Bengaluru	Autodesk India Pvt Ltd
Lead Search Engineer: AWS/ Azure, Bigdata - Premium Institute	Unix, XML, Informatica, Data modeling, Virtualization, Tools, Analytical...	Bengaluru	Confidential
Digital Data Platform Engineer	deep learning, natural language processing, text mining, nlp, data science,...	Delhi NCR, Gurgaon	Scry Analytics India Pvt Ltd.
Sr. Engineer	Unix, XML, Informatica, Data modeling, Virtualization, Tools, Analytical...	Bengaluru	Confidential
Senior Data Scientist	Data Analysis, Data scientist, testing, predictive modeling, data auditing,...	Delhi NCR, Gurgaon	Premium
Sr. Engineer	Hive, Sqoop, Spark, Hadoop, Cloudera, HBase, Java, Big Data, SQL, C, Hadoop...	Noida	Adobe Systems India Pvt. Ltd.
Data Analyst / Scientist - Energy & Utility Development Group	Data Analyst, Data scientist, C++, Java, Hadoop, Machine Learning...	Hyderabad	Confidential
Sr Hadoop Developer	SAS SQL, VBA, Data Analysis	Gurgaon	Brainwork Techno Solutions (P) Ltd.
Data Analyst/data Scientist - C++/c#/java	Test Cases, Quality Assurance, Test Data, Test Scripts, QA...	Mumbai	Premium
Senior DATA Analyst (cognos)	C++, Win32, STL, MFC, Data Structures, Opengl, Multithreading, Algorithms...	Gurgaon	Premium
Quality Assurance Lead Engineer - Mobile/performance Testing	Data Scientist, Machine Learning, NLP, Data Science...	Bengaluru	Premium
Software Engineer - Python/mfc	Android, Application, Senior, XML, Networking, Data structures, Algorithms,...	Bengaluru	Citrix
Data Scientist - Machine Learning / NLP	Data Analysis, Data Quality, Data Collection, Technical Data Associate	Nagpur	Com1 Communication Technologies Pvt. Ltd.
Senior Software Engineer, Android app Development	Business Analysis, Techno Functional, Business Case Development...	Chennai	AstraZeneca India Pvt Ltd
Data Analyst	Engineer - Back End Software Development, Back End Software Development...	Pune(Hadapsar)	Eaton Technologies Pvt. Ltd.
Data Scientist - Chennai	Excel, Charts, Data Analysis, Reporting, Dashboards	Mumbai	New Haribhakti Business Services LLP
Engineer - Back End Software Development	Python, Javascript, MySQL, Django, Html5, Software Product Development...	Chennai	Global Analytics India Pvt. Ltd
Urgent! Opening for the Position of Data Analyst	Communication Skills, Analytical Skills, Data Analysis	Mumbai, Pune	Natural Pvt Ltd
Senior Software Engineer	python, dax, business intelligence, data scientist, data analyst, R	Gurgaon	Prologic First India Pvt. Ltd.
Data Analyst	Linux, Windows, Automation, Python, Troubleshooting, Data structures...	Bengaluru	Citrix
Data Scientist	Data Analysis, Excel, Data Mining, Report Generation, Data Entry	Bengaluru(EPIP Zone)	Rossell Techsys (Div of Rossell India Ltd)
Software Enigneer -2 Cloud Operations	ETL, Informatica, Data Modeling, Datastage, SSIS	Bengaluru	Pegasus Knowledge Solutions India Private Limited
Data Analyst	Unix, XML, Informatica, Data modeling, Virtualization, Tools, Analytical...	Bengaluru	Confidential
Job Opening for Senior ETL Developer - Bangalore	Selenium, Application testing, STABILITY TESTING, Data structures	Pune	Pride Technologies Consulting India Pvt Ltd
Sr. Engineer	SQL Server Integration Services, SSIS, SSIS Developer...	Mumbai	Ingram Micro (I) Pvt Ltd
Software QA Engineer	Marketing, Sales, Strategy, Negotiation, Government Affairs, Data Security,...	Delhi	Dell International Services India  Private Limited
Software Engineer - Contract Job	Hive, Sqoop, Spark, Hadoop, Cloudera, HBase, Java, Big Data, SQL, C, BI...	Bengaluru	Adobe Systems India Pvt. Ltd.
Regulatory Sr Principal Engineer	Preventive Maintenance, Business Objects, Business Intelligence...	Hyderabad	Apple INC
Sr Hadoop Developer	data scientist, R, Python, SQL, R/ Python, BI, Qlik, Tableau	Gurgaon, Gurugram	Premium
Operations Engineer	System Administration, Data Dictionary, Architectural Design...	Noida	Confidential
Analyst / Junior Data Scientist - R / Python	Algorithms, Data Structures, Java, Javascript, Adobe Experience Manager...	Bengaluru	Confidential
Devops Engineer	Javascript, Salt, Linux, Python, Groovy, Devops, JIRA, Data Center...	Noida	Confidential
Senior WCMS Engineer	Apex, Data Loader, Javascript, Visualforce, Salesforce, Html5, CSS, SFDC...	Chennai	AstraZeneca India Pvt Ltd
Devops Engineer	Relationship management, Pharma, Technical support, Engineering services...	Chennai	Astrazenica India Pvt ltd
Veera CRM Application Engineer	C#, WPF, Software Development, Azure, NoSQL, Visual Studio, Microservices...	Pune	Eaton Technologies Pvt. Ltd.
Senior Systems Engineer - Hana/bi	java, j2ee, servlets, core java, multithreading, algorithms...	Bengaluru(Domlur)	Amber Road Software private Limited
Senior Engineer - Software	UX, Firefox, J2Ee, Development Lead, Investor relations...	Pune	Persistent Systems Limited.
Senior Software Engineer  - (java IC Role)	Firefox, J2Ee, Development Lead, Investor relations, System Analyst...	Pune	Persistent Systems Limited.
Software Engineer/ Programmer	Technical Support, Customer Service, Open Source, Project Management...	Mumbai	Netapp India Private Limited
Software Engineer/ Programmer	customer support, root cause analysis, issue resolution, data analysis...	Bengaluru	Symbol Technologies India Private Limited
Systems Engineer	r, machine learning, predictive maintenance, data mining, time series, data...	Bengaluru(Domlur)	Sasken Communication Technologies Ltd
Sustaining Engineer	Networking, Data Center, NOC, AWS, Linux, AWS cloudwatch, Windows Server...	Gurgaon(Cyber City)	QUANTM LTD
Data Scientist	java, sql, business analysis, c++, business intelligence...	Bengaluru	Amazon Development Centre (India) Pvt. Ltd.
NOC Engineer, Immediate Joiner, Location : Gurgaon	data loader, data manipulation, data analysis, data extraction, sql server,...	Chennai	AthenaHealth Technology Private Limited.
Senior Data Science Analyst	C, Algorithms, C++, Valgrind, Data Structures, Object Oriented Programming,...	Bengaluru	Altair Engineering
Data Analyst	Troubleshooting, Recruitment, Reconciliation, Analytics, Billing, Sabre...	Gurgaon	GBT India Private Limited
Senior Software Engineer	statutory compliance, risk mitigation, risk analysis, pricing strategy...	Delhi NCR, Delhi, Gurgaon	Bharti Airtel Limited
MI Data Management Analyst	Text Mining, Machine Learning, R, Data Mining, Statistical Modeling...	Pune	Premium
Commercial Analyst Manager-  Global Data | Gurgaon	ETL, Oracle Projects, Data Warehousing, Informatica, 9X, High Level Design,...	Chennai(Taramani)	Technosoft Global Services Pvt Ltd
Data Scientist/ Data Analyst - R/python & Machine Learning	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Bengaluru	Societe Generale Global Solution Centre
Informatica Etl Developer- Chennai	Manual Testing, Test Cases, Test Scenarios, Regression Testing...	Pune	TIBCO Software India Pvt Ltd
Senior Software Engineer - Big Data	Hadoop, SQL, Data Mining, NoSQL, HDFS	Bengaluru	Best Infosystems Ltd.
QA Engineer	Data Analysis, Data Quality, Business Intelligence, Information Management,...	Delhi NCR, Bengaluru, Mumbai, Chennai, Hyderabad, Pune, Kolkata, Bhubaneshwar, Kochi	Pentagon Global Solutions Limited
Sr. Software Engineer (hadoop, Data Mining, Nosql, Hdfs) - Banking	maintenance, data sheets, bid evaluation, rotating equipments...	Coimbatore	Cameron Manufacturing (India) Pvt. Ltd
Urgent Opening for - Data Analyst	network engineering, networking, hardware & networking engineer...	Mumbai, Nagpur, Hinjewadi, goa	Idea Inc Management Pvt Ltd
Rotating Equipment Engineer	MS Office, Internet Browsing, Typing Speed, Data Analysis	Hyderabad(Madhapur)	SnM Enterprise Solutions & Technologies Pvt Ltd
Network Engineer (on Third Party Payroll)	planning engineering, project engineering, api, formulations, capsules...	Mumbai(Sakinaka)	Aevitas Pharmagro Tech Pvt Ltd
Fresher Data Analyst	Recruitment, Operations, global operations, data management analyst...	Gurgaon	GBT India Private Limited
Project Engineer- API / Formulations	Use Cases, Data Analysis, Product Management, Statistics...	Bengaluru, Surat	WISHBOOK INFOSERVICES PRIVATE LIMITED
Data Management Analyst	Microsoft Azure, Big Data, Software Engineering	Bengaluru	Antern Technologies Pvt. Ltd.
Data Analyst & Product Manager	OBIEE, SQL, Unix, Agile, Scrum, Data migration, Disaster recovery, Tuning...	Chennai	Astrazenica India Pvt ltd
Senior Software Engineer - Microsoft Azure	R, Hadoop, SAS, Hive, Cluster Analysis, Advanced Excel, MS SQL, Statistical...	Ghaziabad	Larsen & Toubro Infotech Limited
Software Engineer	network operations, networking, data center operations, health management...	Chennai	athenahealth Technology Private Limited.
Data Scientist Requirement for LTI for Ghaziabad Location	Brocade, Ibm Xiv, Storage Management, VMAX, Netapp, SAN...	Bengaluru	ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED
NOC Engineer	Data Analytics, Data Analysis, Compliance, Operations, Operational Risk...	Mumbai	UBS Business Solutions (India) Pvt. Ltd.
Lead Storage Engineer	Imaging, Genetics, Breeding, Machine learning, Computer science, Sensors...	Hyderabad	E I DuPont India Private Limited
Data Analyst Compliance and Operational Risk	Fabrication, Product quality, Continuous improvement, Failure analysis...	Bengaluru	Applied Materials India Private Limited
Data Scientist	Project management, Recruitment, Construction management, Dutch, Assurance,...	Bengaluru, Ahmedabad	Shell Pvt Ltd
Manufacturing Engineer II Senior - (E2)	Principal, Logistics, ERP, SAP, Tools, Business operations, Data management...	Chennai	Shell India Markets Private Limited
Field Engineer	big data, software engineer, j2ee, junit, jmock, nosql, couchbase, mongo db...	Hyderabad	Apple INC
HM Data - Analyst	SQL, Excel, Data Visualization, SPSS, Statistics, R, SAS, Tableau...	Chennai	US Technology International Pvt Ltd
Senior Software Engineer (front-end)	Python, shell scripting, large scale data, No SQL databases...	Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Coimbatore, Kochi, Vijayawada	Big IT
Data Analyst	R, Predictive Modeling, Logistic Regression, Predictive Analytics...	Mumbai	TransOrg Solutions  Services (P) Ltd.
Hadoop Developers	Data Analysis, Team Handling	Mumbai	Arc Digital Solutions Pvt. Ltd.
Data Scientist - R/python & Predictive Modelling	C, Algorithms, C++, Java, Python, Data Science, Perl, Programming...	Bengaluru(Marathahalli)	Bidgely Technologies Pvt Ltd
Urgently Required Data Analyst	advanced excel, data analysis, data manipulation, data mining, sas, sql...	Mumbai	Media.net Software Services (India) Pvt Ltd
Data Analyst	Service, Analytical, Business intelligence, Data analysis, SQL...	Bengaluru	McAfee Software (India) Pvt. Ltd
Data Analyst	SQL, Python, Business intelligence, Service, Data analysis, Analytical...	Bengaluru	McAfee Software (India) Pvt. Ltd
Data Analyst	sdet, automation testing, selenium, appium, software testing, test data...	Hyderabad	Ness technologies (I) Pvt Ltd.
Data Analyst	C++, Java, Data Structures, Software Engineering, Python, OOPS, Mqtt, Linux...	Bengaluru	Adobe Systems India Pvt. Ltd.
Senior Software Development Engineer IN TEST	Software design, Senior, C++, Linux, Python, Data structures, Debugging...	Bengaluru	Sasken Communication Technologies Ltd
Software Engineer	Project Management, Program Management, MSP, Design Management...	Mumbai	Lodha Developers Pvt Ltd
Senior Engineer - SYS Software Design & Developmen	algorithms, java, data structures, architecture, design, low level design...	Bengaluru, Gurgaon	Amazon Development Centre (India) Pvt. Ltd.
Manager - Data Analyst	python, shell scripting, large scale data, no sql databases...	Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Coimbatore, Kochi, Vijayawada	Big IT
Software Development Engineer II	c, software engineering, system software, file system...	Bengaluru	Dell International Services India  Private Limited
Data Scientist - Intelligence Platform - R/python	R, Data Mining, Data Analysis, Machine Learning, SAS, Predictive Modeling...	Pune	Premium
Sr Principal Software Engineer	Machine Learning, Python, Artificial Intelligence, Data Science	Hyderabad(Madhapur)	ALGOLEAP TECHNOLOGIES PRIVATE LIMITED
Data Scientist/ Data Analyst - Sql/sas - KPO	Underwriting, Risk management, SAS, SQL, Business Analyst, Computer science...	Bengaluru	Confidential
Senior Machine Learning Python Developer& Data Scientist	data analysis, data extraction, excel, online research, data mining...	Bengaluru(Kasturi Nagar)	Stratnext Business Solutions Pvt. Ltd
